unifs_consPDLP;unifs_originalFP;var0;var1;formula
15;28;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
17;30;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
21;34;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
19;32;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
19;32;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
17;30;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
21;38;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
13;22;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
11;20;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
14;25;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
15;28;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
13;26;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
17;34;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Conj (Var (O), Var (O)))))
20;35;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
18;33;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (O))))
19;32;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
17;30;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
17;30;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
17;30;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
17;30;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
15;28;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
19;36;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Conj (Var (O), Var (O))))
19;32;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
17;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
23;40;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
23;40;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
21;38;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
17;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
15;28;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
18;33;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
17;34;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
19;36;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (O), Var (O))))
23;40;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
21;38;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
21;38;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
19;36;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
23;44;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
18;33;true;false;Conj (Conj (Var (O), Var (O)), Conj (Neg (Var (S (O))), Var (O)))
21;38;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
19;36;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
